longitude,open_now,phone_number,types,website,description,name,hours,price_level,address,latitude,rating,user_ratings_total
78.71509903770693,True,+91 9296441886,"['famous_bussiness', 'local_business']",https://www.famousbussiness1.com,Professional famous bussiness services in ,Quality Care 1,9:00 AM - 6:00 PM,3,"159 City Center, ",22.38301219309203,4.2,40
78.6631477677183,True,+91 9437051730,"['famous_bussiness', 'local_business']",https://www.famousbussiness2.com,Professional famous bussiness services in ,Reliable Services 2,9:00 AM - 6:00 PM,4,"123 Main Road, ",22.402347041274233,4.0,113
78.62421928276403,True,+91 9780719864,"['famous_bussiness', 'local_business']",https://www.famousbussiness3.com,Professional famous bussiness services in ,Elite Services 3,9:00 AM - 6:00 PM,4,"654 Commercial Complex, ",22.37648114155337,3.7,75
78.72020844902859,True,+91 9672085907,"['famous_bussiness', 'local_business']",https://www.famousbussiness4.com,Professional famous bussiness services in ,Elite Services 4,9:00 AM - 6:00 PM,1,"321 Downtown Area, ",22.380729797142468,3.9,210
78.68855096086918,False,+91 9218114118,"['famous_bussiness', 'local_business']",https://www.famousbussiness5.com,Professional famous bussiness services in ,Professional Solutions 5,9:00 AM - 6:00 PM,4,"789 Market Street, ",22.385152586386777,4.2,77
78.74467818109365,True,+91 9500245257,"['famous_bussiness', 'local_business']",https://www.famousbussiness6.com,Professional famous bussiness services in ,Professional Solutions 6,9:00 AM - 6:00 PM,4,"753 Shopping Area, ",22.284351208835826,4.1,257
78.656860227523,True,+91 9113182641,"['famous_bussiness', 'local_business']",https://www.famousbussiness7.com,Professional famous bussiness services in ,Premium Services 7,9:00 AM - 6:00 PM,1,"654 Commercial Complex, ",22.282640957669337,4.4,196
78.6923416111907,False,+91 9928912197,"['famous_bussiness', 'local_business']",https://www.famousbussiness8.com,Professional famous bussiness services in ,Reliable Services 8,9:00 AM - 6:00 PM,4,"789 Market Street, ",22.390915330359224,4.4,180
78.66914496129615,False,+91 9824439745,"['famous_bussiness', 'local_business']",https://www.famousbussiness9.com,Professional famous bussiness services in ,Expert Hub 9,9:00 AM - 6:00 PM,2,"456 Central Avenue, ",22.33504409559609,4.5,329
78.72508690825603,True,+91 9779054346,"['famous_bussiness', 'local_business']",https://www.famousbussiness10.com,Professional famous bussiness services in ,Elite Services 10,9:00 AM - 6:00 PM,4,"159 City Center, ",22.33337579479848,4.0,181
78.67082782567891,True,+91 9222773586,"['famous_bussiness', 'local_business']",https://www.famousbussiness11.com,Professional famous bussiness services in ,Elite Services 11,9:00 AM - 6:00 PM,1,"789 Market Street, ",22.34588127570618,4.3,120
78.64624835969317,True,+91 9223661181,"['famous_bussiness', 'local_business']",https://www.famousbussiness12.com,Professional famous bussiness services in ,Professional Solutions 12,9:00 AM - 6:00 PM,2,"654 Commercial Complex, ",22.35681745854233,4.4,253
78.69724341849943,False,+91 9061322782,"['famous_bussiness', 'local_business']",https://www.famousbussiness13.com,Professional famous bussiness services in ,Reliable Services 13,9:00 AM - 6:00 PM,1,"654 Commercial Complex, ",22.422793656224755,4.1,321
78.58912338592187,False,+91 9445094600,"['famous_bussiness', 'local_business']",https://www.famousbussiness14.com,Professional famous bussiness services in ,Quality Care 14,9:00 AM - 6:00 PM,2,"654 Commercial Complex, ",22.411800654240363,4.4,358
78.72563457180723,False,+91 9386288362,"['famous_bussiness', 'local_business']",https://www.famousbussiness15.com,Professional famous bussiness services in ,Reliable Services 15,9:00 AM - 6:00 PM,4,"456 Central Avenue, ",22.398491321560194,4.2,184
78.72505828019789,True,+91 9646962538,"['famous_bussiness', 'local_business']",https://www.famousbussiness16.com,Professional famous bussiness services in ,Quality Care 16,9:00 AM - 6:00 PM,3,"753 Shopping Area, ",22.367370521966045,4.6,515
78.63945769882159,False,+91 9267370026,"['famous_bussiness', 'local_business']",https://www.famousbussiness17.com,Professional famous bussiness services in ,Quality Care 17,9:00 AM - 6:00 PM,4,"321 Downtown Area, ",22.313285071308616,4.3,201
78.640404176759,True,+91 9464384078,"['famous_bussiness', 'local_business']",https://www.famousbussiness18.com,Professional famous bussiness services in ,Trusted Professionals 18,9:00 AM - 6:00 PM,4,"753 Shopping Area, ",22.280586424249893,4.5,13
78.6123331744332,True,+91 9655756812,"['famous_bussiness', 'local_business']",https://www.famousbussiness19.com,Professional famous bussiness services in ,Expert Hub 19,9:00 AM - 6:00 PM,4,"321 Downtown Area, ",22.32180239518951,4.2,196
