longitude,open_now,phone_number,types,website,description,name,hours,price_level,address,latitude,rating,user_ratings_total
78.63659483822693,False,+91 9340369368,"['stationary_in', 'local_business']",https://www.stationaryin1.com,Professional stationary in services in ,Quality Care 1,9:00 AM - 6:00 PM,2,"123 Main Road, ",22.359882714353972,4.2,222
78.70886484241366,True,+91 9530090872,"['stationary_in', 'local_business']",https://www.stationaryin2.com,Professional stationary in services in ,Quality Care 2,9:00 AM - 6:00 PM,2,"456 Central Avenue, ",22.283392632174174,4.3,328
78.73250805360497,False,+91 9779060434,"['stationary_in', 'local_business']",https://www.stationaryin3.com,Professional stationary in services in ,Premium Services 3,9:00 AM - 6:00 PM,4,"654 Commercial Complex, ",22.34371763659145,4.6,505
78.60064725792701,True,+91 9306545490,"['stationary_in', 'local_business']",https://www.stationaryin4.com,Professional stationary in services in ,Elite Services 4,9:00 AM - 6:00 PM,2,"456 Central Avenue, ",22.29297486268747,4.3,96
78.61338300929226,False,+91 9189998756,"['stationary_in', 'local_business']",https://www.stationaryin5.com,Professional stationary in services in ,Reliable Services 5,9:00 AM - 6:00 PM,3,"159 City Center, ",22.38909088094197,4.3,268
78.69610319278344,True,+91 9616380955,"['stationary_in', 'local_business']",https://www.stationaryin6.com,Professional stationary in services in ,Trusted Professionals 6,9:00 AM - 6:00 PM,4,"654 Commercial Complex, ",22.315358654472654,4.1,152
78.65951016084736,True,+91 9746458422,"['stationary_in', 'local_business']",https://www.stationaryin7.com,Professional stationary in services in ,Trusted Professionals 7,9:00 AM - 6:00 PM,1,"753 Shopping Area, ",22.379632680188102,4.1,19
78.73994213387357,False,+91 9675067734,"['stationary_in', 'local_business']",https://www.stationaryin8.com,Professional stationary in services in ,Quality Care 8,9:00 AM - 6:00 PM,2,"321 Downtown Area, ",22.335950564249828,3.8,237
78.60774354508807,False,+91 9968894457,"['stationary_in', 'local_business']",https://www.stationaryin9.com,Professional stationary in services in ,Elite Services 9,9:00 AM - 6:00 PM,2,"654 Commercial Complex, ",22.38060913938863,4.2,288
78.6873690850273,False,+91 9850535604,"['stationary_in', 'local_business']",https://www.stationaryin10.com,Professional stationary in services in ,Elite Services 10,9:00 AM - 6:00 PM,2,"789 Market Street, ",22.321756487863148,3.9,210
78.6925809436221,False,+91 9614231095,"['stationary_in', 'local_business']",https://www.stationaryin11.com,Professional stationary in services in ,Expert Hub 11,9:00 AM - 6:00 PM,4,"987 Business District, ",22.2798952579053,4.5,127
78.60161644356884,False,+91 9007880326,"['stationary_in', 'local_business']",https://www.stationaryin12.com,Professional stationary in services in ,Premium Services 12,9:00 AM - 6:00 PM,3,"456 Central Avenue, ",22.401619181029538,3.9,180
78.67017876870281,True,+91 9324012488,"['stationary_in', 'local_business']",https://www.stationaryin13.com,Professional stationary in services in ,Premium Services 13,9:00 AM - 6:00 PM,4,"159 City Center, ",22.311656743980528,4.3,153
78.72395000967143,True,+91 9520236225,"['stationary_in', 'local_business']",https://www.stationaryin14.com,Professional stationary in services in ,Premium Services 14,9:00 AM - 6:00 PM,3,"123 Main Road, ",22.3969454993341,4.2,200
78.69062147435935,True,+91 9116288547,"['stationary_in', 'local_business']",https://www.stationaryin15.com,Professional stationary in services in ,Premium Services 15,9:00 AM - 6:00 PM,2,"654 Commercial Complex, ",22.410928696249776,4.0,-20
78.65725905262136,False,+91 9237162732,"['stationary_in', 'local_business']",https://www.stationaryin16.com,Professional stationary in services in ,Trusted Professionals 16,9:00 AM - 6:00 PM,3,"987 Business District, ",22.312993721633788,4.7,443
78.68525721634579,True,+91 9454724361,"['stationary_in', 'local_business']",https://www.stationaryin17.com,Professional stationary in services in ,Elite Services 17,9:00 AM - 6:00 PM,4,"123 Main Road, ",22.330106017844802,4.8,410
78.65723214291457,True,+91 9187213897,"['stationary_in', 'local_business']",https://www.stationaryin18.com,Professional stationary in services in ,Premium Services 18,9:00 AM - 6:00 PM,3,"159 City Center, ",22.345600456466563,4.3,315
78.65129672345365,False,+91 9069055470,"['stationary_in', 'local_business']",https://www.stationaryin19.com,Professional stationary in services in ,Premium Services 19,9:00 AM - 6:00 PM,1,"789 Market Street, ",22.299336126615316,4.3,160
